classe,objeto,arquivo,data,hora,casa,fundo,dia,FileName,FileSize,Model,DateTimeOriginal,ImageSize,FocalLength,ShutterSpeed,Aperture,ISO
banana,bananaA,bananaA29.jpg,20/04/2021,10:11,0,azul,1,bananaA29.jpg,3.3 MB,iPhone 8,2021:04:20 10:10:53,4032x3024,4.0 mm,1/120,1.8,25
banana,bananaA,bananaA3.jpg,19/04/2021,23:01,1,azul,0,bananaA3.jpg,1707 kB,iPhone 8,2021:04:19 23:01:02,4032x3024,4.0 mm,1/17,1.8,40
banana,bananaA,bananaA30.jpg,20/04/2021,10:11,0,azul,1,bananaA30.jpg,2.3 MB,iPhone 8,2021:04:20 10:11:02,4032x3024,4.0 mm,1/120,1.8,32
banana,bananaA,bananaA31.jpg,20/04/2021,10:15,0,branco,1,bananaA31.jpg,1572 kB,iPhone 8,2021:04:20 10:15:12,4032x3024,4.0 mm,1/120,1.8,25
banana,bananaA,bananaA32.jpg,20/04/2021,10:15,0,branco,1,bananaA32.jpg,1441 kB,iPhone 8,2021:04:20 10:15:19,4032x3024,4.0 mm,1/120,1.8,25
banana,bananaA,bananaA33.jpg,20/04/2021,10:15,0,branco,1,bananaA33.jpg,1532 kB,iPhone 8,2021:04:20 10:15:26,4032x3024,4.0 mm,1/120,1.8,32
banana,bananaA,bananaA34.jpg,20/04/2021,10:19,0,preto,1,bananaA34.jpg,2.4 MB,iPhone 8,2021:04:20 10:19:29,4032x3024,4.0 mm,1/40,1.8,25
banana,bananaA,bananaA35.jpg,20/04/2021,10:19,0,preto,1,bananaA35.jpg,2.8 MB,iPhone 8,2021:04:20 10:19:36,4032x3024,4.0 mm,1/40,1.8,25
banana,bananaA,bananaA36.jpg,20/04/2021,10:19,0,preto,1,bananaA36.jpg,3.2 MB,iPhone 8,2021:04:20 10:19:41,4032x3024,4.0 mm,1/120,1.8,50
banana,bananaA,bananaA4.jpg,19/04/2021,23:07,1,branco,0,bananaA4.jpg,970 kB,iPhone 8,2021:04:19 23:07:07,4032x3024,4.0 mm,1/30,1.8,32
banana,bananaA,bananaA5.jpg,19/04/2021,23:07,1,branco,0,bananaA5.jpg,1151 kB,iPhone 8,2021:04:19 23:07:19,4032x3024,4.0 mm,1/30,1.8,32
banana,bananaA,bananaA6.jpg,19/04/2021,23:07,1,branco,0,bananaA6.jpg,943 kB,iPhone 8,2021:04:19 23:07:29,4032x3024,4.0 mm,1/30,1.8,32
banana,bananaA,bananaA7.jpg,19/04/2021,23:12,1,preto,0,bananaA7.jpg,1115 kB,iPhone 8,2021:04:19 23:12:53,4032x3024,4.0 mm,1/15,1.8,50
banana,bananaA,bananaA8.jpg,19/04/2021,23:12,1,preto,0,bananaA8.jpg,1194 kB,iPhone 8,2021:04:19 23:12:54,4032x3024,4.0 mm,1/15,1.8,50
banana,bananaA,bananaA9.jpg,19/04/2021,23:12,1,preto,0,bananaA9.jpg,1495 kB,iPhone 8,2021:04:19 23:12:56,4032x3024,4.0 mm,1/15,1.8,64
banana,bananaB,bananaB1.jpg,19/04/2021,23:01,1,azul,0,bananaB1.jpg,2.0 MB,iPhone 8,2021:04:19 23:01:18,4032x3024,4.0 mm,1/17,1.8,40
banana,bananaB,bananaB10.jpg,19/04/2021,23:19,0,azul,0,bananaB10.jpg,1217 kB,iPhone 8,2021:04:19 23:19:17,4032x3024,4.0 mm,1/7,1.8,100
banana,bananaB,bananaB11.jpg,19/04/2021,23:19,0,azul,0,bananaB11.jpg,1636 kB,iPhone 8,2021:04:19 23:19:26,4032x3024,4.0 mm,1/6,1.8,100
banana,bananaB,bananaB12.jpg,19/04/2021,23:19,0,azul,0,bananaB12.jpg,1098 kB,iPhone 8,2021:04:19 23:19:28,4032x3024,4.0 mm,1/7,1.8,100
banana,bananaB,bananaB13.jpg,19/04/2021,23:24,0,branco,0,bananaB13.jpg,885 kB,iPhone 8,2021:04:19 23:25:00,3024x4032,4.0 mm,1/16,1.8,100
banana,bananaB,bananaB14.jpg,19/04/2021,23:25,0,branco,0,bananaB14.jpg,924 kB,iPhone 8,2021:04:19 23:25:02,3024x4032,4.0 mm,1/16,1.8,100
banana,bananaB,bananaB15.jpg,19/04/2021,23:25,0,branco,0,bananaB15.jpg,1161 kB,iPhone 8,2021:04:19 23:25:04,3024x4032,4.0 mm,1/16,1.8,100
banana,bananaB,bananaB16.jpg,19/04/2021,23:30,0,preto,0,bananaB16.jpg,1471 kB,iPhone 8,2021:04:19 23:30:36,4032x3024,4.0 mm,1/5,1.8,100
banana,bananaB,bananaB17.jpg,19/04/2021,23:30,0,preto,0,bananaB17.jpg,1114 kB,iPhone 8,2021:04:19 23:30:40,4032x3024,4.0 mm,1/6,1.8,100
banana,bananaB,bananaB18.jpg,19/04/2021,23:30,0,preto,0,bananaB18.jpg,1331 kB,iPhone 8,2021:04:19 23:30:44,4032x3024,4.0 mm,1/6,1.8,100
banana,bananaB,bananaB19.jpg,20/04/2021,09:54,1,azul,1,bananaB19.jpg,3.2 MB,iPhone 8,2021:04:20 09:54:20,4032x3024,4.0 mm,1/120,1.8,64
banana,bananaB,bananaB2.jpg,19/04/2021,23:01,1,azul,0,bananaB2.jpg,2041 kB,iPhone 8,2021:04:19 23:01:23,4032x3024,4.0 mm,1/15,1.8,40
banana,bananaB,bananaB20.jpg,20/04/2021,09:54,1,azul,1,bananaB20.jpg,2.7 MB,iPhone 8,2021:04:20 09:54:27,4032x3024,4.0 mm,1/120,1.8,50
banana,bananaB,bananaB21.jpg,20/04/2021,09:54,1,azul,1,bananaB21.jpg,3.2 MB,iPhone 8,2021:04:20 09:54:32,4032x3024,4.0 mm,1/48,1.8,25
banana,bananaB,bananaB22.jpg,20/04/2021,09:58,1,branco,1,bananaB22.jpg,1991 kB,iPhone 8,2021:04:20 09:58:33,4032x3024,4.0 mm,1/120,1.8,25
banana,bananaB,bananaB23.jpg,20/04/2021,09:58,1,branco,1,bananaB23.jpg,1800 kB,iPhone 8,2021:04:20 09:58:38,4032x3024,4.0 mm,1/120,1.8,25
banana,bananaB,bananaB24.jpg,20/04/2021,09:58,1,branco,1,bananaB24.jpg,2.0 MB,iPhone 8,2021:04:20 09:58:44,4032x3024,4.0 mm,1/120,1.8,32
banana,bananaB,bananaB25.jpg,20/04/2021,10:02,1,preto,1,bananaB25.jpg,2.4 MB,iPhone 8,2021:04:20 10:02:35,4032x3024,4.0 mm,1/30,1.8,32
banana,bananaB,bananaB26.jpg,20/04/2021,10:02,1,preto,1,bananaB26.jpg,2.3 MB,iPhone 8,2021:04:20 10:02:39,4032x3024,4.0 mm,1/30,1.8,25
banana,bananaB,bananaB27.jpg,20/04/2021,10:02,1,preto,1,bananaB27.jpg,2.4 MB,iPhone 8,2021:04:20 10:02:45,4032x3024,4.0 mm,1/30,1.8,40
banana,bananaB,bananaB28.jpg,20/04/2021,10:11,0,azul,1,bananaB28.jpg,3.4 MB,iPhone 8,2021:04:20 10:11:16,4032x3024,4.0 mm,1/120,1.8,25
banana,bananaB,bananaB29.jpg,20/04/2021,10:11,0,azul,1,bananaB29.jpg,2.8 MB,iPhone 8,2021:04:20 10:11:23,4032x3024,4.0 mm,1/124,1.8,20
banana,bananaB,bananaB3.jpg,19/04/2021,23:01,1,azul,0,bananaB3.jpg,2.2 MB,iPhone 8,2021:04:19 23:01:27,4032x3024,4.0 mm,1/17,1.8,40
banana,bananaB,bananaB30.jpg,20/04/2021,10:11,0,azul,1,bananaB30.jpg,3.5 MB,iPhone 8,2021:04:20 10:11:44,4032x3024,4.0 mm,1/120,1.8,32
banana,bananaB,bananaB31.jpg,20/04/2021,10:15,0,branco,1,bananaB31.jpg,2.0 MB,iPhone 8,2021:04:20 10:15:35,4032x3024,4.0 mm,1/120,1.8,25
banana,bananaB,bananaB32.jpg,20/04/2021,10:15,0,branco,1,bananaB32.jpg,1077 kB,iPhone 8,2021:04:20 10:15:41,4032x3024,4.0 mm,1/120,1.8,25
banana,bananaB,bananaB33.jpg,20/04/2021,10:15,0,branco,1,bananaB33.jpg,2.4 MB,iPhone 8,2021:04:20 10:15:47,4032x3024,4.0 mm,1/120,1.8,25
banana,bananaB,bananaB34.jpg,20/04/2021,10:19,0,preto,1,bananaB34.jpg,2.5 MB,iPhone 8,2021:04:20 10:19:49,4032x3024,4.0 mm,1/120,1.8,64
banana,bananaB,bananaB35.jpg,20/04/2021,10:19,0,preto,1,bananaB35.jpg,2.2 MB,iPhone 8,2021:04:20 10:19:53,4032x3024,4.0 mm,1/40,1.8,20
banana,bananaB,bananaB36.jpg,20/04/2021,10:19,0,preto,1,bananaB36.jpg,3.0 MB,iPhone 8,2021:04:20 10:19:58,4032x3024,4.0 mm,1/30,1.8,25
banana,bananaB,bananaB4.jpg,19/04/2021,23:07,1,branco,0,bananaB4.jpg,626 kB,iPhone 8,2021:04:19 23:07:47,4032x3024,4.0 mm,1/30,1.8,32
banana,bananaB,bananaB5.jpg,19/04/2021,23:07,1,branco,0,bananaB5.jpg,699 kB,iPhone 8,2021:04:19 23:07:56,4032x3024,4.0 mm,1/30,1.8,32
banana,bananaB,bananaB6.jpg,19/04/2021,23:07,1,branco,0,bananaB6.jpg,601 kB,iPhone 8,2021:04:19 23:07:58,4032x3024,4.0 mm,1/30,1.8,32
banana,bananaB,bananaB7.jpg,19/04/2021,23:13,1,preto,0,bananaB7.jpg,1550 kB,iPhone 8,2021:04:19 23:13:04,4032x3024,4.0 mm,1/15,1.8,50
banana,bananaB,bananaB8.jpg,19/04/2021,23:13,1,preto,0,bananaB8.jpg,1631 kB,iPhone 8,2021:04:19 23:13:06,4032x3024,4.0 mm,1/15,1.8,50
banana,bananaB,bananaB9.jpg,19/04/2021,23:13,1,preto,0,bananaB9.jpg,1721 kB,iPhone 8,2021:04:19 23:13:08,4032x3024,4.0 mm,1/15,1.8,50
banana,bananaC,bananaC1.jpg,19/04/2021,23:01,1,azul,0,bananaC1.jpg,2.6 MB,iPhone 8,2021:04:19 23:01:41,4032x3024,4.0 mm,1/15,1.8,50
banana,bananaC,bananaC10.jpg,19/04/2021,23:19,0,azul,0,bananaC10.jpg,1307 kB,iPhone 8,2021:04:19 23:19:54,4032x3024,4.0 mm,1/6,1.8,100
banana,bananaC,bananaC11.jpg,19/04/2021,23:19,0,azul,0,bananaC11.jpg,1692 kB,iPhone 8,2021:04:19 23:19:56,4032x3024,4.0 mm,1/6,1.8,100
banana,bananaC,bananaC12.jpg,19/04/2021,23:19,0,azul,0,bananaC12.jpg,1836 kB,iPhone 8,2021:04:19 23:19:58,4032x3024,4.0 mm,1/6,1.8,100
banana,bananaC,bananaC13.jpg,19/04/2021,23:25,0,branco,0,bananaC13.jpg,526 kB,iPhone 8,2021:04:19 23:25:13,3024x4032,4.0 mm,1/16,1.8,80
banana,bananaC,bananaC14.jpg,19/04/2021,23:25,0,branco,0,bananaC14.jpg,1123 kB,iPhone 8,2021:04:19 23:25:14,3024x4032,4.0 mm,1/16,1.8,100
banana,bananaC,bananaC15.jpg,19/04/2021,23:25,0,branco,0,bananaC15.jpg,1135 kB,iPhone 8,2021:04:19 23:25:16,3024x4032,4.0 mm,1/16,1.8,80
banana,bananaC,bananaC16.jpg,19/04/2021,23:30,0,preto,0,bananaC16.jpg,1537 kB,iPhone 8,2021:04:19 23:30:51,4032x3024,4.0 mm,1/5,1.8,100
banana,bananaC,bananaC17.jpg,19/04/2021,23:31,0,preto,0,bananaC17.jpg,980 kB,iPhone 8,2021:04:19 23:31:01,4032x3024,4.0 mm,1/5,1.8,100
banana,bananaC,bananaC18.jpg,19/04/2021,23:31,0,preto,0,bananaC18.jpg,1169 kB,iPhone 8,2021:04:19 23:31:05,4032x3024,4.0 mm,1/6,1.8,100
banana,bananaC,bananaC19.jpg,20/04/2021,09:54,1,azul,1,bananaC19.jpg,4.1 MB,iPhone 8,2021:04:20 09:54:41,4032x3024,4.0 mm,1/120,1.8,64
banana,bananaC,bananaC2.jpg,19/04/2021,23:01,1,azul,0,bananaC2.jpg,2.5 MB,iPhone 8,2021:04:19 23:01:43,4032x3024,4.0 mm,1/15,1.8,40
banana,bananaC,bananaC20.jpg,20/04/2021,09:54,1,azul,1,bananaC20.jpg,2.5 MB,iPhone 8,2021:04:20 09:54:49,4032x3024,4.0 mm,1/48,1.8,32
banana,bananaC,bananaC21.jpg,20/04/2021,09:54,1,azul,1,bananaC21.jpg,3.0 MB,iPhone 8,2021:04:20 09:54:54,4032x3024,4.0 mm,1/120,1.8,50
banana,bananaC,bananaC22.jpg,20/04/2021,09:58,1,branco,1,bananaC22.jpg,2.3 MB,iPhone 8,2021:04:20 09:58:55,4032x3024,4.0 mm,1/120,1.8,25
banana,bananaC,bananaC23.jpg,20/04/2021,09:58,1,branco,1,bananaC23.jpg,2.1 MB,iPhone 8,2021:04:20 09:58:59,4032x3024,4.0 mm,1/120,1.8,32
banana,bananaC,bananaC24.jpg,20/04/2021,09:59,1,branco,1,bananaC24.jpg,2.1 MB,iPhone 8,2021:04:20 09:59:03,4032x3024,4.0 mm,1/120,1.8,20
banana,bananaC,bananaC25.jpg,20/04/2021,10:02,1,preto,1,bananaC25.jpg,2.7 MB,iPhone 8,2021:04:20 10:02:52,4032x3024,4.0 mm,1/30,1.8,32
banana,bananaC,bananaC26.jpg,20/04/2021,10:02,1,preto,1,bananaC26.jpg,3.1 MB,iPhone 8,2021:04:20 10:02:55,4032x3024,4.0 mm,1/17,1.8,40
banana,bananaC,bananaC27.jpg,20/04/2021,10:02,1,preto,1,bananaC27.jpg,2.7 MB,iPhone 8,2021:04:20 10:02:59,4032x3024,4.0 mm,1/30,1.8,25
banana,bananaC,bananaC28.jpg,20/04/2021,10:12,0,azul,1,bananaC28.jpg,3.6 MB,iPhone 8,2021:04:20 10:11:55,4032x3024,4.0 mm,1/120,1.8,25
banana,bananaC,bananaC29.jpg,20/04/2021,10:12,0,azul,1,bananaC29.jpg,3.5 MB,iPhone 8,2021:04:20 10:12:01,4032x3024,4.0 mm,1/120,1.8,40
banana,bananaC,bananaC3.jpg,19/04/2021,23:01,1,azul,0,bananaC3.jpg,2.4 MB,iPhone 8,2021:04:19 23:01:48,4032x3024,4.0 mm,1/15,1.8,40
banana,bananaC,bananaC30.jpg,20/04/2021,10:12,0,azul,1,bananaC30.jpg,3.4 MB,iPhone 8,2021:04:20 10:12:09,4032x3024,4.0 mm,1/120,1.8,20
banana,bananaC,bananaC31.jpg,20/04/2021,10:15,0,branco,1,bananaC31.jpg,1837 kB,iPhone 8,2021:04:20 10:15:58,4032x3024,4.0 mm,1/121,1.8,20
banana,bananaC,bananaC32.jpg,20/04/2021,10:16,0,branco,1,bananaC32.jpg,1951 kB,iPhone 8,2021:04:20 10:16:03,4032x3024,4.0 mm,1/120,1.8,25
banana,bananaC,bananaC33.jpg,20/04/2021,10:16,0,branco,1,bananaC33.jpg,1933 kB,iPhone 8,2021:04:20 10:16:11,4032x3024,4.0 mm,1/163,1.8,20
banana,bananaC,bananaC34.jpg,20/04/2021,10:20,0,preto,1,bananaC34.jpg,2.7 MB,iPhone 8,2021:04:20 10:20:05,4032x3024,4.0 mm,1/40,1.8,25
banana,bananaC,bananaC35.jpg,20/04/2021,10:20,0,preto,1,bananaC35.jpg,2.7 MB,iPhone 8,2021:04:20 10:20:09,4032x3024,4.0 mm,1/30,1.8,40
banana,bananaC,bananaC36.jpg,20/04/2021,10:20,0,preto,1,bananaC36.jpg,2.2 MB,iPhone 8,2021:04:20 10:20:14,4032x3024,4.0 mm,1/120,1.8,50
banana,bananaC,bananaC4.jpg,19/04/2021,23:08,1,branco,0,bananaC4.jpg,627 kB,iPhone 8,2021:04:19 23:08:15,4032x3024,4.0 mm,1/30,1.8,40
banana,bananaC,bananaC5.jpg,19/04/2021,23:08,1,branco,0,bananaC5.jpg,1255 kB,iPhone 8,2021:04:19 23:08:18,4032x3024,4.0 mm,1/30,1.8,32
banana,bananaC,bananaC6.jpg,19/04/2021,23:08,1,branco,0,bananaC6.jpg,1124 kB,iPhone 8,2021:04:19 23:08:21,4032x3024,4.0 mm,1/30,1.8,32
banana,bananaC,bananaC7.jpg,19/04/2021,23:13,1,preto,0,bananaC7.jpg,2.2 MB,iPhone 8,2021:04:19 23:13:16,4032x3024,4.0 mm,1/15,1.8,80
banana,bananaC,bananaC8.jpg,19/04/2021,23:13,1,preto,0,bananaC8.jpg,1679 kB,iPhone 8,2021:04:19 23:13:20,4032x3024,4.0 mm,1/15,1.8,64
banana,bananaC,bananaC9.jpg,19/04/2021,23:13,1,preto,0,bananaC9.jpg,1997 kB,iPhone 8,2021:04:19 23:13:22,4032x3024,4.0 mm,1/15,1.8,50
colher,colherA,colherA1.jpg,19/04/2021,23:02,1,azul,0,colherA1.jpg,2.9 MB,iPhone 8,2021:04:19 23:02:01,4032x3024,4.0 mm,1/15,1.8,64
colher,colherA,colherA10.jpg,19/04/2021,23:22,0,azul,0,colherA10.jpg,2.2 MB,iPhone 8,2021:04:19 23:22:19,4032x3024,4.0 mm,1/4,1.8,100
colher,colherA,colherA11.jpg,19/04/2021,23:22,0,azul,0,colherA11.jpg,1599 kB,iPhone 8,2021:04:19 23:22:21,4032x3024,4.0 mm,1/4,1.8,100
colher,colherA,colherA12.jpg,19/04/2021,23:22,0,azul,0,colherA12.jpg,2.3 MB,iPhone 8,2021:04:19 23:22:23,4032x3024,4.0 mm,1/4,1.8,100
colher,colherA,colherA13.jpg,19/04/2021,23:25,0,branco,0,colherA13.jpg,1479 kB,iPhone 8,2021:04:19 23:25:28,3024x4032,4.0 mm,1/16,1.8,80
colher,colherA,colherA14.jpg,19/04/2021,23:25,0,branco,0,colherA14.jpg,1090 kB,iPhone 8,2021:04:19 23:25:29,3024x4032,4.0 mm,1/16,1.8,80
colher,colherA,colherA15.jpg,19/04/2021,23:25,0,branco,0,colherA15.jpg,1080 kB,iPhone 8,2021:04:19 23:25:31,3024x4032,4.0 mm,1/16,1.8,80
colher,colherA,colherA16.jpg,19/04/2021,23:31,0,preto,0,colherA16.jpg,1689 kB,iPhone 8,2021:04:19 23:31:43,4032x3024,4.0 mm,1/4,1.8,125
colher,colherA,colherA17.jpg,19/04/2021,23:31,0,preto,0,colherA17.jpg,1719 kB,iPhone 8,2021:04:19 23:31:49,4032x3024,4.0 mm,1/4,1.8,125
colher,colherA,colherA18.jpg,19/04/2021,23:31,0,preto,0,colherA18.jpg,1488 kB,iPhone 8,2021:04:19 23:31:53,4032x3024,4.0 mm,1/4,1.8,125
colher,colherA,colherA19.jpg,20/04/2021,09:55,1,azul,1,colherA19.jpg,4.6 MB,iPhone 8,2021:04:20 09:55:29,4032x3024,4.0 mm,1/34,1.8,25
colher,colherA,colherA2.jpg,19/04/2021,23:02,1,azul,0,colherA2.jpg,2.7 MB,iPhone 8,2021:04:19 23:02:04,4032x3024,4.0 mm,1/15,1.8,64
colher,colherA,colherA20.jpg,20/04/2021,09:55,1,azul,1,colherA20.jpg,4.4 MB,iPhone 8,2021:04:20 09:55:33,4032x3024,4.0 mm,1/48,1.8,32
colher,colherA,colherA21.jpg,20/04/2021,09:55,1,azul,1,colherA21.jpg,3.8 MB,iPhone 8,2021:04:20 09:55:39,4032x3024,4.0 mm,1/120,1.8,64
colher,colherA,colherA22.jpg,20/04/2021,09:59,1,branco,1,colherA22.jpg,2.6 MB,iPhone 8,2021:04:20 09:59:11,4032x3024,4.0 mm,1/120,1.8,20
colher,colherA,colherA23.jpg,20/04/2021,09:59,1,branco,1,colherA23.jpg,2.8 MB,iPhone 8,2021:04:20 09:59:17,4032x3024,4.0 mm,1/120,1.8,25
colher,colherA,colherA24.jpg,20/04/2021,09:59,1,branco,1,colherA24.jpg,2.8 MB,iPhone 8,2021:04:20 09:59:22,4032x3024,4.0 mm,1/120,1.8,20
colher,colherA,colherA25.jpg,20/04/2021,10:03,1,preto,1,colherA25.jpg,4.0 MB,iPhone 8,2021:04:20 10:03:06,4032x3024,4.0 mm,1/15,1.8,40
colher,colherA,colherA26.jpg,20/04/2021,10:03,1,preto,1,colherA26.jpg,3.7 MB,iPhone 8,2021:04:20 10:03:10,4032x3024,4.0 mm,1/17,1.8,40
colher,colherA,colherA27.jpg,20/04/2021,10:03,1,preto,1,colherA27.jpg,3.7 MB,iPhone 8,2021:04:20 10:03:14,4032x3024,4.0 mm,1/24,1.8,40
colher,colherA,colherA28.jpg,20/04/2021,10:12,0,azul,1,colherA28.jpg,4.5 MB,iPhone 8,2021:04:20 10:12:21,4032x3024,4.0 mm,1/120,1.8,40
colher,colherA,colherA29.jpg,20/04/2021,10:12,0,azul,1,colherA29.jpg,4.3 MB,iPhone 8,2021:04:20 10:12:26,4032x3024,4.0 mm,1/120,1.8,32
colher,colherA,colherA3.jpg,19/04/2021,23:02,1,azul,0,colherA3.jpg,3.1 MB,iPhone 8,2021:04:19 23:02:08,4032x3024,4.0 mm,1/15,1.8,64
colher,colherA,colherA30.jpg,20/04/2021,10:12,0,azul,1,colherA30.jpg,4.8 MB,iPhone 8,2021:04:20 10:12:33,4032x3024,4.0 mm,1/120,1.8,32
colher,colherA,colherA31.jpg,20/04/2021,10:16,0,branco,1,colherA31.jpg,2.5 MB,iPhone 8,2021:04:20 10:16:20,4032x3024,4.0 mm,1/165,1.8,20
colher,colherA,colherA32.jpg,20/04/2021,10:16,0,branco,1,colherA32.jpg,2.9 MB,iPhone 8,2021:04:20 10:16:25,4032x3024,4.0 mm,1/202,1.8,20
colher,colherA,colherA33.jpg,20/04/2021,10:16,0,branco,1,colherA33.jpg,3.0 MB,iPhone 8,2021:04:20 10:16:30,4032x3024,4.0 mm,1/197,1.8,20
colher,colherA,colherA34.jpg,20/04/2021,10:20,0,preto,1,colherA34.jpg,3.4 MB,iPhone 8,2021:04:20 10:20:22,3024x4032,4.0 mm,1/30,1.8,32
colher,colherA,colherA35.jpg,20/04/2021,10:20,0,preto,1,colherA35.jpg,3.7 MB,iPhone 8,2021:04:20 10:20:27,3024x4032,4.0 mm,1/30,1.8,25
colher,colherA,colherA36.jpg,20/04/2021,10:20,0,preto,1,colherA36.jpg,3.6 MB,iPhone 8,2021:04:20 10:20:33,3024x4032,4.0 mm,1/40,1.8,25
colher,colherA,colherA4.jpg,19/04/2021,23:08,1,branco,0,colherA4.jpg,1576 kB,iPhone 8,2021:04:19 23:08:57,4032x3024,4.0 mm,1/30,1.8,25
colher,colherA,colherA5.jpg,19/04/2021,23:08,1,branco,0,colherA5.jpg,1553 kB,iPhone 8,2021:04:19 23:09:09,4032x3024,4.0 mm,1/30,1.8,25
colher,colherA,colherA6.jpg,19/04/2021,23:08,1,branco,0,colherA6.jpg,1245 kB,iPhone 8,2021:04:19 23:09:13,4032x3024,4.0 mm,1/30,1.8,25
colher,colherA,colherA7.jpg,20/04/2021,00:05,1,preto,0,colherA7.jpg,2.5 MB,iPhone 8,2021:04:20 00:05:49,4032x3024,4.0 mm,1/16,1.8,100
colher,colherA,colherA8.jpg,20/04/2021,00:05,1,preto,0,colherA8.jpg,2.2 MB,iPhone 8,2021:04:20 00:05:53,4032x3024,4.0 mm,1/15,1.8,100
colher,colherA,colherA9.jpg,20/04/2021,00:06,1,preto,0,colherA9.jpg,2.1 MB,iPhone 8,2021:04:20 00:06:00,4032x3024,4.0 mm,1/7,1.8,100
colher,colherB,colherB1.jpg,19/04/2021,23:02,1,azul,0,colherB1.jpg,3.2 MB,iPhone 8,2021:04:19 23:02:25,4032x3024,4.0 mm,1/15,1.8,64
colher,colherB,colherB10.jpg,19/04/2021,23:22,0,azul,0,colherB10.jpg,2.1 MB,iPhone 8,2021:04:19 23:22:30,4032x3024,4.0 mm,1/4,1.8,100
